,prompt,layer,head,head_output,model
0,Burj Khalifa is located in the city of,1,0,"[ 3.600274    4.171724    2.141573   ... -0.4453175  -0.41644865
  4.231945  ]",gpt2-small
1,Burj Khalifa is located in the city of,1,1,[ 3.532621   3.9720516  1.4802706 ... -1.9490803 -1.0475026  3.0126123],gpt2-small
2,Burj Khalifa is located in the city of,1,2,"[ 2.7319052   2.0128255   1.8280857  ... -0.14809728  1.4546299
  3.0289998 ]",gpt2-small
3,Burj Khalifa is located in the city of,1,3,[ 4.8806996  5.3758254  3.5388644 ... -0.6276676  0.4489113  4.5831065],gpt2-small
4,Burj Khalifa is located in the city of,1,4,[ 2.3914886  3.8837252  1.8059487 ... -0.4923003 -1.9753745  3.6462317],gpt2-small
5,Burj Khalifa is located in the city of,1,5,"[ 3.0066154   1.3411667   0.6007321  ... -0.777765    0.23291665
  3.2946887 ]",gpt2-small
6,Burj Khalifa is located in the city of,1,6,"[ 2.650728    3.1087806   2.3185291  ... -0.28611398 -1.7520722
  4.993557  ]",gpt2-small
7,Burj Khalifa is located in the city of,1,7,"[ 3.7562962   6.2272387   2.4528189  ... -0.7704059   0.52455163
  3.7183487 ]",gpt2-small
8,Burj Khalifa is located in the city of,1,8,[ 4.71938    5.114685   2.035077  ... -1.4131358 -1.4327278  3.8509655],gpt2-small
9,Burj Khalifa is located in the city of,1,9,"[ 3.9731069   4.4491124   1.8646771  ... -1.1151737  -0.58435255
  3.9896789 ]",gpt2-small
10,Burj Khalifa is located in the city of,1,10,"[ 2.5623555   2.6873584   2.0015066  ... -0.6103666   0.61578393
  4.1158605 ]",gpt2-small
11,Burj Khalifa is located in the city of,1,11,"[ 3.247188    4.5700326   3.1162405  ... -0.86067414 -1.6490517
  3.94158   ]",gpt2-small
0,Burj Khalifa is located in the city of,2,0,"[ 5.2529216   4.7286744   1.8086925  ... -2.15727     0.09114635
  5.37866   ]",gpt2-small
1,Burj Khalifa is located in the city of,2,1,"[ 3.7094529   3.8154383   2.2954128  ... -0.51976216 -0.80485153
  4.218608  ]",gpt2-small
2,Burj Khalifa is located in the city of,2,2,"[ 4.103163    4.884704    1.9609369  ... -0.48810533  0.09488881
  5.472769  ]",gpt2-small
3,Burj Khalifa is located in the city of,2,3,"[ 3.466636    2.8859422   3.0183012  ... -0.81411266 -1.857565
  4.213205  ]",gpt2-small
4,Burj Khalifa is located in the city of,2,4,[ 4.2321467  4.3013244  1.6118265 ... -0.9771121 -0.6712588  4.9780097],gpt2-small
5,Burj Khalifa is located in the city of,2,5,"[ 4.4880857   4.9456153   1.223863   ... -0.7390019  -0.56876016
  4.7793117 ]",gpt2-small
6,Burj Khalifa is located in the city of,2,6,"[ 2.676198    4.2281146   0.88422585 ... -0.8144203  -1.5788221
  3.870159  ]",gpt2-small
7,Burj Khalifa is located in the city of,2,7,"[ 5.148265    5.3580704   3.232872   ... -1.9283587  -0.38794905
  4.0003386 ]",gpt2-small
8,Burj Khalifa is located in the city of,2,8,"[ 3.6661916   3.9340844   0.9707608  ... -2.367136   -0.44224954
  3.8870213 ]",gpt2-small
9,Burj Khalifa is located in the city of,2,9,"[ 2.9451704   3.7749643   2.793668   ... -0.23035663  0.05999041
  2.4070609 ]",gpt2-small
10,Burj Khalifa is located in the city of,2,10,[ 2.5226223  2.0952768  2.2901363 ...  1.5473604 -1.4235502  1.476479 ],gpt2-small
11,Burj Khalifa is located in the city of,2,11,"[ 4.504237    4.7601986   1.3177941  ... -1.15842    -0.09061086
  4.998494  ]",gpt2-small
0,Burj Khalifa is located in the city of,3,0,[ 4.1098585  3.8132472  1.2295804 ... -1.5427284 -1.6577882  4.040715 ],gpt2-small
1,Burj Khalifa is located in the city of,3,1,"[ 3.2913833   3.2398348   2.3569274  ... -0.42222798 -0.6386217
  4.133914  ]",gpt2-small
2,Burj Khalifa is located in the city of,3,2,[ 4.3109     4.293709   2.0663884 ... -2.4595742 -1.0177383  5.085585 ],gpt2-small
3,Burj Khalifa is located in the city of,3,3,[ 3.5773525  3.8560154  0.6553633 ... -0.1998834 -1.2476578  4.8591747],gpt2-small
4,Burj Khalifa is located in the city of,3,4,"[ 3.7618425   5.234797    2.9583187  ... -0.53830385  0.5247725
  4.3964257 ]",gpt2-small
5,Burj Khalifa is located in the city of,3,5,[ 3.1368995  3.540555   2.0961106 ... -1.8304927 -1.3772833  4.672845 ],gpt2-small
6,Burj Khalifa is located in the city of,3,6,"[ 4.122613    4.451359    2.8936396  ... -0.4510551  -0.44441646
  4.7300487 ]",gpt2-small
7,Burj Khalifa is located in the city of,3,7,[ 3.5603676  3.6780908  2.900493  ... -0.2681582  0.5973065  3.3879979],gpt2-small
8,Burj Khalifa is located in the city of,3,8,[ 4.6014743  4.324679   1.6647081 ... -1.5820597 -0.8397603  4.5869727],gpt2-small
9,Burj Khalifa is located in the city of,3,9,[ 4.1943383  5.0196886  2.3144317 ... -1.8331988 -0.9890194  3.4757128],gpt2-small
10,Burj Khalifa is located in the city of,3,10,[3.7281094  3.3523276  0.821658   ... 2.4456394  0.55728936 3.5240626 ],gpt2-small
11,Burj Khalifa is located in the city of,3,11,"[ 4.2083006   3.74675     1.2659993  ... -0.90559626 -0.9965713
  3.8937097 ]",gpt2-small
0,Burj Khalifa is located in the city of,4,0,"[ 4.146714    3.7221444   0.08656549 ... -0.96986836 -0.6815351
  4.8427024 ]",gpt2-small
1,Burj Khalifa is located in the city of,4,1,[3.9293416  4.146247   1.0454165  ... 0.13848627 0.61057365 4.9445715 ],gpt2-small
2,Burj Khalifa is located in the city of,4,2,[ 3.7256663  3.3645442  1.7608769 ... -1.3720521 -1.2594196  3.795687 ],gpt2-small
3,Burj Khalifa is located in the city of,4,3,"[ 4.1200113   4.6113386   4.4972878  ... -1.3709147  -0.21994293
  3.7507885 ]",gpt2-small
4,Burj Khalifa is located in the city of,4,4,"[ 4.2458224   4.0086226   2.080053   ...  0.20929635 -1.2617123
  3.977549  ]",gpt2-small
5,Burj Khalifa is located in the city of,4,5,"[ 5.3707266   4.8889456   1.8523153  ... -1.3626381  -0.94197726
  5.577349  ]",gpt2-small
6,Burj Khalifa is located in the city of,4,6,"[ 3.242225    3.7938368   1.0530436  ... -1.3515521  -0.41744387
  3.5771916 ]",gpt2-small
7,Burj Khalifa is located in the city of,4,7,"[ 2.2607527   3.0539713   0.8762047  ... -0.11053491  0.13931978
  3.2051883 ]",gpt2-small
8,Burj Khalifa is located in the city of,4,8,"[ 3.8265772   4.026099    2.1428757  ... -0.40594202 -0.52026564
  4.388605  ]",gpt2-small
9,Burj Khalifa is located in the city of,4,9,[ 4.123445   4.278472   1.9628851 ... -1.8916336 -0.6417222  4.5989537],gpt2-small
10,Burj Khalifa is located in the city of,4,10,[ 4.4080257  4.6512046  2.2091637 ... -1.3568413 -1.0809302  4.643594 ],gpt2-small
11,Burj Khalifa is located in the city of,4,11,"[ 3.7400079   4.1608734   1.8044019  ... -0.2438857   0.05361462
  4.4919386 ]",gpt2-small
0,Burj Khalifa is located in the city of,5,0,"[ 4.1873856   4.0210485   2.1376648  ... -0.55471325 -0.6470188
  4.349598  ]",gpt2-small
1,Burj Khalifa is located in the city of,5,1,"[ 4.3215485   4.6584105   2.467895   ... -1.8668168  -0.82126576
  4.096579  ]",gpt2-small
2,Burj Khalifa is located in the city of,5,2,[ 3.8947446  4.1246157  2.560375  ... -0.9196427 -1.3028786  3.8800924],gpt2-small
3,Burj Khalifa is located in the city of,5,3,[ 3.5304127  3.5972373  1.671285  ... -1.7610419 -0.5447917  3.385157 ],gpt2-small
4,Burj Khalifa is located in the city of,5,4,[ 3.0791872  4.3040504  2.5713878 ... -1.6498357 -0.3818177  4.5455976],gpt2-small
5,Burj Khalifa is located in the city of,5,5,[ 4.322398   5.0202246  2.4271007 ... -1.8908286 -1.3994251  4.106765 ],gpt2-small
6,Burj Khalifa is located in the city of,5,6,"[ 3.859035    3.9876592   2.9930682  ... -0.574873    0.01461208
  4.393938  ]",gpt2-small
7,Burj Khalifa is located in the city of,5,7,[ 6.1306725  5.4308844  1.3393312 ... -3.8653908 -1.121699   4.432789 ],gpt2-small
8,Burj Khalifa is located in the city of,5,8,"[ 3.7968647   3.7462754   3.4778175  ... -0.5795836   0.09059954
  3.7170153 ]",gpt2-small
9,Burj Khalifa is located in the city of,5,9,[3.0035353  4.884914   2.4957728  ... 0.73547316 0.16346717 4.1256423 ],gpt2-small
10,Burj Khalifa is located in the city of,5,10,[ 4.0900865  3.7900667  3.3041873 ... -1.6734178 -1.5157517  4.5187616],gpt2-small
11,Burj Khalifa is located in the city of,5,11,"[ 4.3245416   3.292025    0.32879043 ...  0.06288165 -1.2823881
  3.8308096 ]",gpt2-small
0,Burj Khalifa is located in the city of,6,0,[ 3.8824644  3.4014041  4.1338987 ... -3.8816419 -1.3721182  4.6883516],gpt2-small
1,Burj Khalifa is located in the city of,6,1,[ 4.377114   4.3870316  1.7078564 ... -0.9433426 -0.2663744  4.8690863],gpt2-small
2,Burj Khalifa is located in the city of,6,2,"[ 3.2556882   5.188947    1.6894017  ... -1.0525172  -0.45398363
  3.7444305 ]",gpt2-small
3,Burj Khalifa is located in the city of,6,3,[ 3.7277858  4.4870157  2.323517  ... -1.0121915 -1.3142169  5.0143147],gpt2-small
4,Burj Khalifa is located in the city of,6,4,[ 3.809595   4.1535945  1.9833727 ...  1.521255  -2.0042274  3.4871716],gpt2-small
5,Burj Khalifa is located in the city of,6,5,"[ 3.3681736   4.2460756   1.3884692  ... -0.34003103 -0.93048406
  3.8652043 ]",gpt2-small
6,Burj Khalifa is located in the city of,6,6,"[ 3.2341275   4.39395     1.681439   ... -0.52838826 -0.51617885
  3.9726458 ]",gpt2-small
7,Burj Khalifa is located in the city of,6,7,"[ 3.9807553   4.0746193   2.924616   ... -1.7142065  -0.62188476
  4.72029   ]",gpt2-small
8,Burj Khalifa is located in the city of,6,8,[ 4.2724714  3.1894524  1.2826251 ... -1.2213249 -1.1202648  3.680082 ],gpt2-small
9,Burj Khalifa is located in the city of,6,9,"[ 4.8535385   4.762921    2.6647544  ... -1.1458317  -0.63141435
  4.980611  ]",gpt2-small
10,Burj Khalifa is located in the city of,6,10,"[ 3.8212113   4.1466546   2.652461   ... -0.49487764 -0.22583514
  4.790574  ]",gpt2-small
11,Burj Khalifa is located in the city of,6,11,"[ 3.6176753   4.0312057   2.575087   ... -0.8428675  -0.55496955
  3.945169  ]",gpt2-small
0,Burj Khalifa is located in the city of,7,0,"[ 4.893117    5.0464244   3.2097135  ... -0.8045441  -0.38957244
  3.6274052 ]",gpt2-small
1,Burj Khalifa is located in the city of,7,1,"[ 3.836655    4.291826    2.192227   ... -0.60801774 -1.051717
  3.7580056 ]",gpt2-small
2,Burj Khalifa is located in the city of,7,2,[ 3.6110828  3.8683512  1.669843  ... -1.0676546 -0.4921384  4.199307 ],gpt2-small
3,Burj Khalifa is located in the city of,7,3,[ 4.3147907  4.9185476  3.1351454 ... -1.4115589 -1.2562124  3.5675242],gpt2-small
4,Burj Khalifa is located in the city of,7,4,[ 4.0134473  4.460085   1.9685869 ... -1.1925522 -0.5220901  4.9097548],gpt2-small
5,Burj Khalifa is located in the city of,7,5,[ 5.9398465  4.2962427  4.0349574 ... -1.4542966 -0.1390987  4.191208 ],gpt2-small
6,Burj Khalifa is located in the city of,7,6,"[ 4.097132    4.5573816   2.1698043  ... -0.28139442 -0.45373175
  4.157551  ]",gpt2-small
7,Burj Khalifa is located in the city of,7,7,[ 3.3002355  3.7656484  1.8218093 ... -0.648886  -0.7170278  4.3297205],gpt2-small
8,Burj Khalifa is located in the city of,7,8,[ 4.1036015  4.0072746  2.4486396 ... -1.5580578 -0.4376678  4.275137 ],gpt2-small
9,Burj Khalifa is located in the city of,7,9,"[ 3.013116    3.8003116   0.59499896 ... -1.1163609  -0.9605527
  4.479214  ]",gpt2-small
10,Burj Khalifa is located in the city of,7,10,[ 4.5486217  4.255572   2.332906  ... -1.1933347 -1.1602255  4.165059 ],gpt2-small
11,Burj Khalifa is located in the city of,7,11,"[ 4.640677    4.321076    2.0834646  ... -0.6937225  -0.05228764
  4.106362  ]",gpt2-small
0,Burj Khalifa is located in the city of,8,0,"[ 3.765586    4.2621226   2.5171652  ... -0.55743337 -0.62715626
  3.1958706 ]",gpt2-small
1,Burj Khalifa is located in the city of,8,1,"[ 4.460629    4.639041    1.9417958  ... -0.77724797 -0.34241015
  4.51594   ]",gpt2-small
2,Burj Khalifa is located in the city of,8,2,"[ 3.1211712   4.6076646   0.7366911  ... -0.33465558 -0.18448466
  4.9280276 ]",gpt2-small
3,Burj Khalifa is located in the city of,8,3,[ 3.1996002  3.431504   0.9270812 ... -1.2590238 -0.6060358  4.443369 ],gpt2-small
4,Burj Khalifa is located in the city of,8,4,"[ 4.529557    4.1830144   2.430943   ... -0.47569057 -1.1333641
  4.278452  ]",gpt2-small
5,Burj Khalifa is located in the city of,8,5,[ 4.364482   1.2021804  1.5916786 ... -0.6669655 -1.8781871  4.2386136],gpt2-small
6,Burj Khalifa is located in the city of,8,6,[ 4.4228773  4.431937   2.206695  ... -0.3955118  0.2499755  4.374098 ],gpt2-small
7,Burj Khalifa is located in the city of,8,7,"[ 3.5765636   3.2016268   2.093969   ... -1.2082524   0.64584553
  3.2446694 ]",gpt2-small
8,Burj Khalifa is located in the city of,8,8,"[ 4.2468634   4.309523    2.3061178  ... -1.2102833  -0.54340446
  4.192918  ]",gpt2-small
9,Burj Khalifa is located in the city of,8,9,"[ 4.9125338   4.64618     2.8421078  ... -0.79832095  0.12416708
  3.9165397 ]",gpt2-small
10,Burj Khalifa is located in the city of,8,10,[ 3.9834247  4.5324516  4.629232  ... -2.9134123 -1.0162619  5.1690044],gpt2-small
11,Burj Khalifa is located in the city of,8,11,"[ 2.7585974   3.4859147   2.4519534  ...  0.91610897 -3.930691
  3.1360695 ]",gpt2-small
0,Burj Khalifa is located in the city of,9,0,[ 3.9872313  4.2568893  1.9215982 ... -1.3970953 -0.2067464  3.9788756],gpt2-small
1,Burj Khalifa is located in the city of,9,1,"[ 4.6383657   4.4375625   2.748818   ... -0.7139722   0.01924992
  5.005047  ]",gpt2-small
2,Burj Khalifa is located in the city of,9,2,"[ 4.1153946   4.115347    2.4056804  ... -0.7760812  -0.25384352
  4.324816  ]",gpt2-small
3,Burj Khalifa is located in the city of,9,3,"[ 1.1330719   1.8333192   1.035467   ... -0.0417217  -0.71980107
  0.17783451]",gpt2-small
4,Burj Khalifa is located in the city of,9,4,"[ 4.097495    2.7308578   1.632695   ... -0.8862107  -0.58472615
  5.3058057 ]",gpt2-small
5,Burj Khalifa is located in the city of,9,5,[ 4.684495   5.368121   2.7912982 ... -2.3886008 -1.5475521  4.54609  ],gpt2-small
6,Burj Khalifa is located in the city of,9,6,[ 3.5101094  3.7360816  1.6465073 ... -1.0605029 -1.2690694  3.5778937],gpt2-small
7,Burj Khalifa is located in the city of,9,7,"[ 4.668208    4.709046    2.2459295  ... -0.45544183 -0.03881603
  3.7128336 ]",gpt2-small
8,Burj Khalifa is located in the city of,9,8,[ 3.7742863  4.6187477  5.289045  ...  5.2438636 -2.296842   3.6255593],gpt2-small
9,Burj Khalifa is located in the city of,9,9,"[ 3.9137352   4.068085    2.4506881  ... -2.1645455  -0.78555226
  4.459581  ]",gpt2-small
10,Burj Khalifa is located in the city of,9,10,[3.14449    3.4303555  2.2367847  ... 0.06468087 0.157983   3.5805416 ],gpt2-small
11,Burj Khalifa is located in the city of,9,11,"[ 4.302198    3.9090338   0.6812577  ... -0.5965529  -0.15459043
  3.7046006 ]",gpt2-small
0,Burj Khalifa is located in the city of,10,0,[ 3.4237242  3.6868076  2.986302  ...  5.3925304 -2.9030912  5.541014 ],gpt2-small
1,Burj Khalifa is located in the city of,10,1,"[ 4.574593    4.015689    2.0416625  ... -0.61281395 -0.1527127
  4.6763864 ]",gpt2-small
2,Burj Khalifa is located in the city of,10,2,"[ 4.327362    5.004408   -0.5705533  ... -0.2801535   0.44554532
  4.372457  ]",gpt2-small
3,Burj Khalifa is located in the city of,10,3,"[ 4.5209684   7.70753     1.8402231  ...  0.10399675 -0.5640822
  4.152984  ]",gpt2-small
4,Burj Khalifa is located in the city of,10,4,"[ 3.6284575  -1.9387851   2.2863805  ...  0.17499483 -0.5242474
  0.32997727]",gpt2-small
5,Burj Khalifa is located in the city of,10,5,[ 4.4745703  4.22192    1.9546076 ... -0.519498  -0.6443475  4.328068 ],gpt2-small
6,Burj Khalifa is located in the city of,10,6,[ 3.9754424  4.403478   1.9598591 ... -2.9069014  1.1582057  4.456085 ],gpt2-small
7,Burj Khalifa is located in the city of,10,7,[ 3.5942032  5.039672   3.208141  ...  0.5465822 -2.663969   4.077542 ],gpt2-small
8,Burj Khalifa is located in the city of,10,8,"[ 3.3071113   3.6055763   1.6845694  ... -0.9812645  -0.66001415
  3.9254997 ]",gpt2-small
9,Burj Khalifa is located in the city of,10,9,"[ 4.152299    4.057776    1.7553813  ... -0.5934618  -0.16318792
  3.7354236 ]",gpt2-small
10,Burj Khalifa is located in the city of,10,10,[ 3.7930584  4.029738   1.9647312 ... -1.9807074 -1.7226735  3.78608  ],gpt2-small
11,Burj Khalifa is located in the city of,10,11,"[ 4.119781    3.545635    1.5962343  ... -0.5263165  -0.05522978
  4.1964345 ]",gpt2-small
0,Burj Khalifa is located in the city of,11,0,"[ 4.48555     5.570044    3.1617618  ...  2.2170272   0.38254142
 -5.1079903 ]",gpt2-small
1,Burj Khalifa is located in the city of,11,1,[ 4.901886   4.273324   0.8098434 ...  0.4606502 -0.9724399  5.0966635],gpt2-small
2,Burj Khalifa is located in the city of,11,2,[ 5.0465727  4.862243   4.469964  ... -1.2439032  0.0543915  6.290084 ],gpt2-small
3,Burj Khalifa is located in the city of,11,3,"[ 3.6494303   4.402397    2.8872097  ...  0.90768266 -0.8416176
  4.375869  ]",gpt2-small
4,Burj Khalifa is located in the city of,11,4,[ 4.845603   2.8529897 -1.1466203 ... -1.75878   -1.0034952  4.4231305],gpt2-small
5,Burj Khalifa is located in the city of,11,5,[ 3.6218042  3.8540146  1.580019  ... -1.0387353 -0.451327   3.3690379],gpt2-small
6,Burj Khalifa is located in the city of,11,6,"[ 3.6899037   4.8613563   2.065295   ... -1.0894384   0.16077036
  5.049736  ]",gpt2-small
7,Burj Khalifa is located in the city of,11,7,"[ 4.143222    5.1078043   2.143749   ... -0.91934234 -0.7758994
  3.8086014 ]",gpt2-small
8,Burj Khalifa is located in the city of,11,8,[ 6.2017736  2.9739892  2.1185212 ... -2.7420034 -1.5376395 11.773996 ],gpt2-small
9,Burj Khalifa is located in the city of,11,9,"[ 4.921744    5.1990633   3.168245   ... -2.4441454  -0.06469297
  4.7660646 ]",gpt2-small
10,Burj Khalifa is located in the city of,11,10,"[ 3.3669908   2.9149358   0.4836514  ... -0.49145555 -1.2832108
  3.2520442 ]",gpt2-small
11,Burj Khalifa is located in the city of,11,11,[ 4.15166    4.122248   2.244136  ... -1.1941074 -0.4353163  4.858127 ],gpt2-small
0,Mesopotamian civilization originated in the modern-day country of,0,0,"[ 3.811754    4.305857    2.1972141  ... -0.53475773 -0.13190082
  3.619335  ]",gpt2-small
1,Mesopotamian civilization originated in the modern-day country of,0,1,"[ 2.9257388   3.5433016   0.33739638 ... -2.9911141  -2.6711428
  4.637605  ]",gpt2-small
2,Mesopotamian civilization originated in the modern-day country of,0,2,[ 4.8348627  4.8456793  2.6366134 ... -0.5390091 -0.8066292  4.389621 ],gpt2-small
3,Mesopotamian civilization originated in the modern-day country of,0,3,[2.680883   3.247494   0.51744914 ... 0.14221847 0.6366664  2.8936853 ],gpt2-small
4,Mesopotamian civilization originated in the modern-day country of,0,4,[ 4.05249    4.0717363  2.5743325 ... -1.2171885 -1.1744468  4.471817 ],gpt2-small
5,Mesopotamian civilization originated in the modern-day country of,0,5,"[ 2.8117895   3.8884792   1.5916183  ... -0.32013476 -0.46784407
  3.9859567 ]",gpt2-small
6,Mesopotamian civilization originated in the modern-day country of,0,6,[ 3.4888754  3.2051725  2.4017324 ...  1.0666057 -2.113953   4.723229 ],gpt2-small
7,Mesopotamian civilization originated in the modern-day country of,0,7,[ 2.5434752  3.700083   2.3939998 ... -1.4682448 -1.9823163  3.2079985],gpt2-small
8,Mesopotamian civilization originated in the modern-day country of,0,8,"[ 3.515945    4.8895063   1.763116   ... -3.2959852   0.01158786
  3.343144  ]",gpt2-small
9,Mesopotamian civilization originated in the modern-day country of,0,9,[ 2.5621634  4.257343   3.3839202 ... -2.871213   3.7447371  1.941531 ],gpt2-small
10,Mesopotamian civilization originated in the modern-day country of,0,10,[ 5.7445474  4.76443    2.0554352 ...  0.4488802 -1.0264038  4.345717 ],gpt2-small
